OrderID,CustomerID,PaymentID,OrderDate,ShipperID,ShipDate,DeliveryDate,Total_order_amount
7659315,57561,3,06-11-2021,3,12-11-2021,24-11-2021,8426
7659316,57535,3,06-11-2021,7,09-11-2021,21-11-2021,32354.08
7659317,57327,5,06-11-2021,1,09-11-2021,29-11-2021,10407
7659318,57554,3,06-11-2021,8,13-11-2021,30-11-2021,4273.28
7659319,57553,4,06-11-2021,6,08-11-2021,14-11-2021,23474
7659320,57323,4,06-11-2021,7,15-11-2021,16-11-2021,55047
7659321,57185,3,06-11-2021,7,07-11-2021,22-11-2021,14915.12
7659322,57349,3,06-11-2021,1,14-11-2021,18-11-2021,18039.12
7659323,57244,3,06-11-2021,6,16-11-2021,17-11-2021,18064.64
7659324,57544,4,06-11-2021,6,15-11-2021,26-11-2021,27508
7659325,57496,5,07-11-2021,3,15-11-2021,27-11-2021,9798
7659326,57337,3,07-11-2021,1,17-11-2021,02-12-2021,5669.84
7659327,57152,5,07-11-2021,3,17-11-2021,23-11-2021,15694
7659328,57315,4,07-11-2021,2,11-11-2021,17-11-2021,13564
7659329,57228,4,07-11-2021,8,14-11-2021,20-11-2021,9669
7659330,57491,4,07-11-2021,6,11-11-2021,18-11-2021,10445
7659331,57279,6,07-11-2021,8,16-11-2021,25-11-2021,5984
7659332,57557,4,07-11-2021,6,10-11-2021,17-11-2021,15079
7659333,57513,4,07-11-2021,6,17-11-2021,29-11-2021,50229
7659334,57451,4,07-11-2021,2,14-11-2021,22-11-2021,7036
7659335,57492,5,07-11-2021,7,15-11-2021,16-11-2021,11318
7659336,57483,4,07-11-2021,8,08-11-2021,26-11-2021,10463
7659337,57567,3,07-11-2021,4,08-11-2021,21-11-2021,9181.92
7659338,57553,6,07-11-2021,7,15-11-2021,18-11-2021,1814
7659339,57574,3,07-11-2021,3,14-11-2021,30-11-2021,7601.44
7659340,57371,6,08-11-2021,8,17-11-2021,04-12-2021,10498
7659341,57569,3,08-11-2021,6,15-11-2021,27-11-2021,8564.16
7659342,57379,6,08-11-2021,2,16-11-2021,23-11-2021,10173
7659343,57568,5,08-11-2021,2,13-11-2021,28-11-2021,21421
7659344,57543,5,08-11-2021,6,11-11-2021,28-11-2021,48174
7659345,57515,6,08-11-2021,8,10-11-2021,19-11-2021,17365
7659346,57512,2,08-11-2021,1,13-11-2021,30-11-2021,18411
7659347,57232,6,08-11-2021,3,16-11-2021,03-12-2021,30066
7659348,57431,4,08-11-2021,7,13-11-2021,20-11-2021,23585
7659349,57503,5,08-11-2021,1,10-11-2021,15-11-2021,12759
7659350,57537,4,08-11-2021,7,13-11-2021,30-11-2021,50202
7659351,57326,4,08-11-2021,2,11-11-2021,26-11-2021,23640
7659352,57123,6,08-11-2021,5,11-11-2021,17-11-2021,10238
7659353,57574,4,08-11-2021,3,17-11-2021,27-11-2021,19364
7659354,57580,6,08-11-2021,5,16-11-2021,06-12-2021,7180
7659355,57568,6,08-11-2021,2,16-11-2021,24-11-2021,1875
7659356,57581,3,08-11-2021,5,09-11-2021,11-11-2021,5918.88
7659357,57579,4,08-11-2021,4,12-11-2021,29-11-2021,12842
7659358,57205,4,08-11-2021,6,15-11-2021,19-11-2021,17627
7659359,57184,3,08-11-2021,7,15-11-2021,23-11-2021,18691.2
7659360,57138,4,08-11-2021,6,09-11-2021,29-11-2021,4552
7659361,57560,4,09-11-2021,4,18-11-2021,05-12-2021,18207
7659362,57172,5,09-11-2021,3,11-11-2021,19-11-2021,1488
7659363,57577,3,09-11-2021,1,11-11-2021,26-11-2021,14116.08
7659364,57550,5,09-11-2021,2,18-11-2021,05-12-2021,15641
7659365,57569,4,09-11-2021,1,10-11-2021,23-11-2021,2720
7659366,57441,3,09-11-2021,7,12-11-2021,27-11-2021,1624.48
7659367,57123,6,09-11-2021,2,15-11-2021,18-11-2021,3009
7659368,57571,2,09-11-2021,1,10-11-2021,16-11-2021,22302
7659369,57570,4,09-11-2021,7,16-11-2021,05-12-2021,51459
7659370,57513,3,09-11-2021,7,18-11-2021,26-11-2021,6162.64
7659371,57571,6,09-11-2021,6,15-11-2021,23-11-2021,760
7659372,57531,5,09-11-2021,3,13-11-2021,28-11-2021,14000
7659373,57138,4,09-11-2021,4,18-11-2021,29-11-2021,16781
7659374,57578,4,09-11-2021,4,15-11-2021,19-11-2021,51790
7659375,57254,4,09-11-2021,7,10-11-2021,23-11-2021,14931
7659376,57204,4,09-11-2021,6,10-11-2021,13-11-2021,40706
7659377,57223,4,09-11-2021,8,10-11-2021,16-11-2021,16290
7659378,57516,5,09-11-2021,8,13-11-2021,26-11-2021,7026
7659379,57454,4,09-11-2021,5,17-11-2021,22-11-2021,9224
7659380,57249,6,10-11-2021,2,14-11-2021,23-11-2021,37004
7659381,57476,3,10-11-2021,4,11-11-2021,27-11-2021,16530.8
7659382,57138,6,10-11-2021,2,13-11-2021,24-11-2021,18275
7659383,57456,6,10-11-2021,1,19-11-2021,08-12-2021,204
7659384,57306,4,10-11-2021,6,16-11-2021,26-11-2021,3779
7659385,57324,5,10-11-2021,3,11-11-2021,29-11-2021,11728
7659386,57339,4,10-11-2021,5,12-11-2021,26-11-2021,9981
7659387,57413,4,10-11-2021,6,14-11-2021,15-11-2021,20770
7659388,57582,4,10-11-2021,6,18-11-2021,24-11-2021,35448
7659389,57530,3,10-11-2021,6,19-11-2021,25-11-2021,9678.24
7659390,57278,4,10-11-2021,2,19-11-2021,03-12-2021,1729
7659391,57246,6,10-11-2021,6,17-11-2021,25-11-2021,32131
7659392,57087,4,10-11-2021,7,17-11-2021,24-11-2021,18767
7659393,57333,3,10-11-2021,7,19-11-2021,02-12-2021,11701.36
7659394,57580,4,10-11-2021,5,14-11-2021,15-11-2021,11046
7659395,57281,4,10-11-2021,6,14-11-2021,27-11-2021,16352
7659396,57188,4,10-11-2021,7,11-11-2021,12-11-2021,13666
7659397,57277,4,10-11-2021,5,12-11-2021,19-11-2021,200
7659398,57284,6,10-11-2021,2,11-11-2021,01-12-2021,25278
7659399,57306,4,10-11-2021,2,19-11-2021,26-11-2021,11214
7659400,57312,5,11-11-2021,8,19-11-2021,09-12-2021,23779
7659401,57455,4,11-11-2021,8,17-11-2021,22-11-2021,34507
7659402,57485,6,11-11-2021,3,18-11-2021,30-11-2021,3591
7659403,57562,4,11-11-2021,1,18-11-2021,27-11-2021,4350
7659404,57488,4,11-11-2021,2,13-11-2021,22-11-2021,8269
7659405,57491,4,11-11-2021,2,21-11-2021,09-12-2021,9190
7659406,57559,4,11-11-2021,5,13-11-2021,22-11-2021,4022
7659407,57525,3,11-11-2021,4,21-11-2021,09-12-2021,11832.48
7659408,57353,3,11-11-2021,3,16-11-2021,01-12-2021,31721.36
7659409,57550,4,11-11-2021,4,16-11-2021,05-12-2021,35520
7659410,57308,4,11-11-2021,6,13-11-2021,25-11-2021,11000
7659411,57295,4,11-11-2021,3,15-11-2021,16-11-2021,25054
7659412,57152,6,11-11-2021,5,18-11-2021,27-11-2021,26964
7659413,57247,4,11-11-2021,2,19-11-2021,27-11-2021,41237
7659414,57378,3,11-11-2021,3,16-11-2021,01-12-2021,11880
7659415,57496,3,11-11-2021,2,14-11-2021,17-11-2021,5192
7659416,57494,6,11-11-2021,7,16-11-2021,30-11-2021,24466
7659417,57502,5,11-11-2021,2,18-11-2021,07-12-2021,40
7659418,57422,2,11-11-2021,8,15-11-2021,23-11-2021,3347
7659419,57444,4,11-11-2021,6,20-11-2021,09-12-2021,22761
7659420,57523,5,11-11-2021,7,18-11-2021,06-12-2021,4679
7659421,57346,4,11-11-2021,5,13-11-2021,29-11-2021,7833
7659422,57576,6,11-11-2021,4,21-11-2021,23-11-2021,48905
7659423,57392,4,11-11-2021,1,18-11-2021,04-12-2021,26239
7659424,57290,4,11-11-2021,7,19-11-2021,24-11-2021,18305
7659425,57393,3,12-11-2021,1,22-11-2021,02-12-2021,38529.92
7659426,57375,4,12-11-2021,2,16-11-2021,03-12-2021,4420
7659427,57140,4,12-11-2021,5,13-11-2021,26-11-2021,28212
7659428,57136,5,12-11-2021,4,22-11-2021,12-12-2021,1289
7659429,57523,6,12-11-2021,7,15-11-2021,02-12-2021,238
7659430,57357,4,12-11-2021,7,19-11-2021,28-11-2021,14536
7659431,57476,4,12-11-2021,7,17-11-2021,24-11-2021,6476
7659432,57556,3,12-11-2021,1,20-11-2021,22-11-2021,26692.16
7659433,57562,4,12-11-2021,8,20-11-2021,02-12-2021,21785
7659434,57582,3,12-11-2021,4,18-11-2021,23-11-2021,844.8
7659435,57446,4,12-11-2021,3,16-11-2021,03-12-2021,15228
7659436,57435,4,12-11-2021,1,17-11-2021,20-11-2021,36146
7659437,57377,4,12-11-2021,4,21-11-2021,29-11-2021,4140
7659438,57543,5,12-11-2021,3,16-11-2021,26-11-2021,8705
7659439,57431,4,12-11-2021,6,21-11-2021,02-12-2021,13279
7659440,57553,4,12-11-2021,1,20-11-2021,05-12-2021,21489
7659441,57338,3,12-11-2021,5,18-11-2021,24-11-2021,54587.28
7659442,57456,4,12-11-2021,8,18-11-2021,29-11-2021,31247
7659443,57524,5,12-11-2021,3,18-11-2021,01-12-2021,41730
7659444,57531,4,12-11-2021,8,21-11-2021,23-11-2021,23489
7659445,57482,6,13-11-2021,1,21-11-2021,02-12-2021,32224
7659446,57403,6,13-11-2021,4,14-11-2021,22-11-2021,4920
7659447,57101,4,13-11-2021,5,19-11-2021,08-12-2021,49706
7659448,57473,3,13-11-2021,8,23-11-2021,03-12-2021,1184.48
7659449,57337,5,13-11-2021,5,22-11-2021,30-11-2021,7881
7659450,57377,4,13-11-2021,7,21-11-2021,24-11-2021,16056
7659451,57555,6,13-11-2021,2,20-11-2021,04-12-2021,11290
7659452,57565,3,13-11-2021,6,15-11-2021,29-11-2021,16712.96
7659453,57394,4,13-11-2021,5,14-11-2021,25-11-2021,16470
7659454,57162,6,13-11-2021,7,18-11-2021,25-11-2021,24636
7659455,57325,5,13-11-2021,6,22-11-2021,28-11-2021,21539
7659456,57556,1,13-11-2021,6,14-11-2021,16-11-2021,37929
7659457,57544,6,13-11-2021,4,20-11-2021,23-11-2021,16447
7659458,57412,3,13-11-2021,7,20-11-2021,24-11-2021,7761.6
7659459,57532,4,13-11-2021,7,22-11-2021,05-12-2021,16895
7659460,57092,6,13-11-2021,8,17-11-2021,03-12-2021,1425
7659461,57531,2,13-11-2021,7,21-11-2021,05-12-2021,13889
7659462,57564,4,13-11-2021,3,19-11-2021,24-11-2021,6593
7659463,57219,3,13-11-2021,8,21-11-2021,03-12-2021,8155.84
7659464,57255,3,14-11-2021,8,24-11-2021,25-11-2021,18735.2
7659465,57567,4,14-11-2021,6,15-11-2021,20-11-2021,3264
7659466,57510,3,14-11-2021,3,23-11-2021,08-12-2021,37268.88
7659467,57528,3,14-11-2021,4,15-11-2021,23-11-2021,61149.44
7659468,57519,3,14-11-2021,3,17-11-2021,28-11-2021,1298
7659469,57283,4,14-11-2021,8,19-11-2021,24-11-2021,6620
7659470,57159,4,14-11-2021,3,18-11-2021,08-12-2021,97086
7659471,57564,5,14-11-2021,5,19-11-2021,06-12-2021,40048
7659472,57348,4,14-11-2021,2,18-11-2021,04-12-2021,14764
7659473,57561,5,14-11-2021,2,24-11-2021,01-12-2021,3568
7659474,57582,4,14-11-2021,6,16-11-2021,06-12-2021,30956
7659475,57489,4,14-11-2021,2,17-11-2021,23-11-2021,20638
7659476,57393,4,14-11-2021,5,22-11-2021,25-11-2021,20508
7659477,57348,4,14-11-2021,3,21-11-2021,27-11-2021,8533
7659478,57562,5,14-11-2021,5,17-11-2021,07-12-2021,26487
7659479,57574,4,14-11-2021,8,15-11-2021,24-11-2021,17340
7659480,57352,3,15-11-2021,1,17-11-2021,26-11-2021,9159.04
7659481,57540,5,15-11-2021,5,19-11-2021,28-11-2021,2280
7659482,57347,2,15-11-2021,6,16-11-2021,05-12-2021,52607
7659483,57521,4,15-11-2021,6,25-11-2021,06-12-2021,53520
7659484,57326,4,15-11-2021,1,24-11-2021,07-12-2021,13751
7659485,57564,4,15-11-2021,7,25-11-2021,15-12-2021,27927
7659486,57572,4,15-11-2021,4,25-11-2021,04-12-2021,19280
7659487,57201,4,15-11-2021,7,22-11-2021,06-12-2021,16664
7659488,57481,5,15-11-2021,8,21-11-2021,09-12-2021,4480
7659489,57361,5,15-11-2021,3,23-11-2021,02-12-2021,1447
7659490,57580,4,15-11-2021,8,20-11-2021,25-11-2021,36463
7659491,57568,4,15-11-2021,3,21-11-2021,28-11-2021,7887
7659492,57503,4,15-11-2021,2,24-11-2021,03-12-2021,14402
7659493,57151,6,15-11-2021,6,25-11-2021,08-12-2021,1345
7659494,57517,5,15-11-2021,2,17-11-2021,05-12-2021,31895
7659495,57282,4,15-11-2021,2,17-11-2021,28-11-2021,8225
7659496,57396,4,15-11-2021,1,21-11-2021,25-11-2021,2695
7659497,57372,3,15-11-2021,6,19-11-2021,21-11-2021,7254.72
7659498,57555,3,15-11-2021,4,21-11-2021,03-12-2021,113.52
7659499,57519,3,15-11-2021,2,21-11-2021,05-12-2021,2596
7659500,57466,4,15-11-2021,2,24-11-2021,12-12-2021,10363
7659501,57220,4,15-11-2021,7,16-11-2021,01-12-2021,38587
7659502,57470,5,15-11-2021,4,18-11-2021,01-12-2021,4832
7659503,57378,3,15-11-2021,4,16-11-2021,20-11-2021,18602.32
7659504,57554,5,15-11-2021,5,24-11-2021,29-11-2021,19273
7659505,57338,4,15-11-2021,6,19-11-2021,09-12-2021,600
7659506,57548,3,15-11-2021,8,25-11-2021,29-11-2021,17504.96
7659507,57297,5,16-11-2021,1,22-11-2021,06-12-2021,14970
7659508,57502,4,16-11-2021,8,19-11-2021,04-12-2021,38276
7659509,57558,4,16-11-2021,8,19-11-2021,02-12-2021,7385
7659510,57476,6,16-11-2021,6,26-11-2021,27-11-2021,19106
7659511,57332,4,16-11-2021,6,23-11-2021,28-11-2021,1485
7659512,57390,5,16-11-2021,6,19-11-2021,29-11-2021,31365
7659513,57267,3,16-11-2021,4,22-11-2021,25-11-2021,22770
7659514,57431,5,16-11-2021,1,24-11-2021,10-12-2021,6930
7659515,57524,6,16-11-2021,1,25-11-2021,26-11-2021,10847
7659516,57579,4,16-11-2021,8,21-11-2021,29-11-2021,6112
7659517,57342,6,16-11-2021,4,20-11-2021,23-11-2021,5811
7659518,57379,3,16-11-2021,1,26-11-2021,14-12-2021,248.16
7659519,57447,4,16-11-2021,3,23-11-2021,26-11-2021,11780
7659520,57390,4,16-11-2021,5,19-11-2021,03-12-2021,23477
7659521,57552,3,16-11-2021,4,20-11-2021,21-11-2021,15258.32
7659522,57580,4,16-11-2021,2,21-11-2021,03-12-2021,2330
7659523,57537,4,16-11-2021,8,25-11-2021,06-12-2021,20974
7659524,57397,4,16-11-2021,3,23-11-2021,27-11-2021,32431
7659525,57520,4,16-11-2021,8,17-11-2021,29-11-2021,19845
7659526,57362,4,16-11-2021,3,18-11-2021,19-11-2021,42059
7659527,57570,6,16-11-2021,2,21-11-2021,25-11-2021,10028
7659528,57533,6,16-11-2021,3,17-11-2021,04-12-2021,14907
7659529,57401,6,16-11-2021,6,23-11-2021,11-12-2021,21658
7659530,57177,6,16-11-2021,1,20-11-2021,26-11-2021,5349
7659531,57569,6,16-11-2021,5,26-11-2021,15-12-2021,34170
7659532,57230,6,16-11-2021,3,19-11-2021,01-12-2021,3638
7659533,57533,5,16-11-2021,1,20-11-2021,26-11-2021,9113
7659534,57253,6,16-11-2021,3,19-11-2021,30-11-2021,654
7659535,57323,5,16-11-2021,8,20-11-2021,21-11-2021,29818
7659536,57543,3,16-11-2021,4,23-11-2021,12-12-2021,15211.68
7659537,57393,4,17-11-2021,5,19-11-2021,22-11-2021,10241
7659538,57123,3,17-11-2021,1,22-11-2021,25-11-2021,10285.44
7659539,57583,4,17-11-2021,2,22-11-2021,30-11-2021,1144
7659540,57518,3,17-11-2021,3,26-11-2021,07-12-2021,30506.96
7659541,57562,3,17-11-2021,2,25-11-2021,08-12-2021,9282.24
7659542,57388,4,17-11-2021,8,27-11-2021,16-12-2021,10315
7659543,57144,6,17-11-2021,2,23-11-2021,28-11-2021,35850
7659544,57197,4,17-11-2021,3,23-11-2021,12-12-2021,18720
7659545,57535,4,17-11-2021,8,22-11-2021,01-12-2021,25392
7659546,57465,6,17-11-2021,5,22-11-2021,30-11-2021,846
7659547,57575,5,17-11-2021,5,20-11-2021,05-12-2021,17612
7659548,57519,6,17-11-2021,7,21-11-2021,04-12-2021,10616
7659549,57553,4,17-11-2021,6,26-11-2021,13-12-2021,13150
7659550,57172,3,17-11-2021,5,20-11-2021,21-11-2021,8165.52
7659551,57486,4,17-11-2021,8,26-11-2021,07-12-2021,3804
7659552,57583,3,17-11-2021,7,21-11-2021,08-12-2021,17573.6
7659553,57160,3,17-11-2021,1,23-11-2021,01-12-2021,29009.2
7659554,57497,3,17-11-2021,5,19-11-2021,05-12-2021,21229.12
7659555,57572,3,17-11-2021,8,25-11-2021,10-12-2021,19904.72
7659556,57363,3,17-11-2021,8,22-11-2021,02-12-2021,41613.44
7659557,57206,4,18-11-2021,3,28-11-2021,02-12-2021,17210
7659558,57577,2,18-11-2021,8,28-11-2021,13-12-2021,26607
7659559,57531,5,18-11-2021,8,26-11-2021,08-12-2021,5588
7659560,57499,4,18-11-2021,6,22-11-2021,04-12-2021,23771
7659561,57367,6,18-11-2021,5,23-11-2021,04-12-2021,6654
7659562,57456,4,18-11-2021,5,22-11-2021,27-11-2021,7625
7659563,57292,6,18-11-2021,6,21-11-2021,29-11-2021,17885
7659564,57440,4,18-11-2021,8,22-11-2021,02-12-2021,30762
7659565,57553,4,18-11-2021,8,23-11-2021,26-11-2021,23435
7659566,57503,6,18-11-2021,3,24-11-2021,28-11-2021,28985
7659567,57338,6,18-11-2021,2,24-11-2021,29-11-2021,35635
7659568,57575,3,18-11-2021,7,28-11-2021,18-12-2021,9086
7659569,57370,6,18-11-2021,2,20-11-2021,21-11-2021,17065
7659570,57432,6,18-11-2021,4,27-11-2021,04-12-2021,19918
7659571,57411,4,18-11-2021,2,21-11-2021,03-12-2021,63216
7659572,57334,4,18-11-2021,6,28-11-2021,07-12-2021,4950
7659573,57419,4,18-11-2021,5,27-11-2021,10-12-2021,10475
7659574,57241,3,19-11-2021,1,21-11-2021,07-12-2021,8566.8
7659575,57582,4,19-11-2021,3,20-11-2021,29-11-2021,21936
7659576,57577,2,19-11-2021,7,22-11-2021,09-12-2021,16489
7659577,57379,4,19-11-2021,5,24-11-2021,25-11-2021,1825
7659578,57412,4,19-11-2021,1,27-11-2021,07-12-2021,13745
7659579,57434,4,19-11-2021,2,22-11-2021,02-12-2021,14348
7659580,57557,6,19-11-2021,4,29-11-2021,18-12-2021,7646
7659581,57533,3,19-11-2021,3,27-11-2021,10-12-2021,9487.28
7659582,57421,4,19-11-2021,1,24-11-2021,07-12-2021,7487
7659583,57389,4,19-11-2021,1,26-11-2021,15-12-2021,49574
7659584,57110,4,19-11-2021,2,25-11-2021,12-12-2021,14690
7659585,57534,4,19-11-2021,8,25-11-2021,01-12-2021,960
7659586,57244,3,19-11-2021,6,24-11-2021,02-12-2021,25471.6
7659587,57499,4,19-11-2021,7,29-11-2021,17-12-2021,22753
7659588,57485,4,19-11-2021,8,21-11-2021,24-11-2021,33088
7659589,57376,4,19-11-2021,1,25-11-2021,11-12-2021,4515
7659590,57274,4,19-11-2021,3,22-11-2021,06-12-2021,8957
7659591,57454,4,19-11-2021,1,27-11-2021,15-12-2021,23705
7659592,57356,6,19-11-2021,1,23-11-2021,26-11-2021,4984
7659593,57311,6,19-11-2021,6,26-11-2021,09-12-2021,14246
7659594,57208,6,20-11-2021,2,25-11-2021,29-11-2021,14429
7659595,57214,4,20-11-2021,3,28-11-2021,04-12-2021,9076
7659596,57550,4,20-11-2021,1,27-11-2021,04-12-2021,11403
7659597,57512,6,20-11-2021,8,21-11-2021,22-11-2021,29857
7659598,57585,4,20-11-2021,3,24-11-2021,29-11-2021,26164
7659599,57239,3,20-11-2021,7,25-11-2021,15-12-2021,15510.88
7659600,57587,6,20-11-2021,1,29-11-2021,08-12-2021,6353
7659601,57526,6,20-11-2021,4,30-11-2021,13-12-2021,3097
7659602,57103,6,20-11-2021,3,29-11-2021,05-12-2021,19403
7659603,57121,5,20-11-2021,4,25-11-2021,15-12-2021,10405
7659604,57489,6,20-11-2021,8,22-11-2021,01-12-2021,24488
7659605,57464,3,20-11-2021,6,30-11-2021,09-12-2021,21507.2
7659606,57544,3,20-11-2021,7,26-11-2021,30-11-2021,14122.24
7659607,57435,5,20-11-2021,2,28-11-2021,06-12-2021,14735
7659608,57456,4,20-11-2021,5,24-11-2021,26-11-2021,28748
7659609,57147,4,20-11-2021,1,28-11-2021,08-12-2021,23965
7659610,57128,1,20-11-2021,4,27-11-2021,11-12-2021,13263
7659611,57398,5,20-11-2021,8,26-11-2021,09-12-2021,15028
7659612,57478,4,20-11-2021,7,27-11-2021,11-12-2021,13121
7659613,57538,4,20-11-2021,8,23-11-2021,02-12-2021,17271
7659614,57359,4,20-11-2021,3,29-11-2021,06-12-2021,18024
7659615,57386,6,21-11-2021,1,30-11-2021,14-12-2021,1881
7659616,57576,4,21-11-2021,7,26-11-2021,27-11-2021,23248
7659617,57344,3,21-11-2021,8,01-12-2021,05-12-2021,12406.24
7659618,57314,5,21-11-2021,2,29-11-2021,16-12-2021,2405
7659619,57501,4,21-11-2021,7,26-11-2021,05-12-2021,229
7659620,57405,3,21-11-2021,1,01-12-2021,06-12-2021,8573.84
7659621,57406,4,21-11-2021,2,26-11-2021,29-11-2021,1619
7659622,57525,4,21-11-2021,2,22-11-2021,30-11-2021,7290
7659623,57585,4,21-11-2021,5,30-11-2021,16-12-2021,10450
7659624,57584,4,21-11-2021,4,26-11-2021,05-12-2021,9967
7659625,57581,4,21-11-2021,5,01-12-2021,09-12-2021,4947
7659626,57361,1,21-11-2021,8,29-11-2021,12-12-2021,28618
7659627,57505,3,21-11-2021,4,26-11-2021,01-12-2021,33277.2
7659628,57295,4,21-11-2021,2,24-11-2021,06-12-2021,5321
7659629,57578,6,21-11-2021,8,25-11-2021,12-12-2021,11008
7659630,57472,4,21-11-2021,5,01-12-2021,18-12-2021,32509
7659631,57373,4,21-11-2021,5,26-11-2021,13-12-2021,4034
7659632,57099,4,21-11-2021,2,01-12-2021,06-12-2021,10492
7659633,57451,3,21-11-2021,8,01-12-2021,14-12-2021,17993.36
7659634,57554,3,22-11-2021,7,27-11-2021,12-12-2021,35040.72
7659635,57545,4,22-11-2021,6,24-11-2021,06-12-2021,13824
7659636,57136,4,22-11-2021,2,02-12-2021,17-12-2021,18195
7659637,57587,6,22-11-2021,4,25-11-2021,02-12-2021,8195
7659638,57282,4,22-11-2021,5,23-11-2021,29-11-2021,17924
7659639,57384,5,22-11-2021,1,30-11-2021,02-12-2021,55748
7659640,57547,5,22-11-2021,6,25-11-2021,02-12-2021,12276
7659641,57578,3,22-11-2021,5,27-11-2021,08-12-2021,22953.92
7659642,57561,6,22-11-2021,8,28-11-2021,12-12-2021,9790
7659643,57576,4,22-11-2021,7,25-11-2021,27-11-2021,13478
7659644,57581,4,22-11-2021,4,24-11-2021,13-12-2021,48857
7659645,57549,4,22-11-2021,8,28-11-2021,02-12-2021,28777
7659646,57562,4,22-11-2021,4,02-12-2021,11-12-2021,3143
7659647,57502,4,22-11-2021,1,25-11-2021,28-11-2021,499
7659648,57300,4,22-11-2021,6,23-11-2021,11-12-2021,28375
7659649,57358,4,22-11-2021,2,30-11-2021,03-12-2021,25913
7659650,57340,4,22-11-2021,8,29-11-2021,19-12-2021,21895
7659651,57424,3,22-11-2021,8,23-11-2021,08-12-2021,12607.76
7659652,57504,3,22-11-2021,7,25-11-2021,13-12-2021,3862.32
7659653,57214,5,22-11-2021,5,27-11-2021,01-12-2021,16603
7659654,57371,4,23-11-2021,7,25-11-2021,06-12-2021,18800
7659655,57477,3,23-11-2021,7,25-11-2021,01-12-2021,33439.12
7659656,57569,2,23-11-2021,8,02-12-2021,16-12-2021,19643
7659657,57319,4,23-11-2021,6,27-11-2021,15-12-2021,3498
7659658,57361,4,23-11-2021,3,30-11-2021,12-12-2021,19493
7659659,57518,6,23-11-2021,8,29-11-2021,02-12-2021,58344
7659660,57580,5,23-11-2021,5,02-12-2021,06-12-2021,10087
7659661,57269,5,23-11-2021,6,29-11-2021,08-12-2021,5402
7659662,57294,4,23-11-2021,6,01-12-2021,21-12-2021,30762
7659663,57587,4,23-11-2021,2,03-12-2021,21-12-2021,39823
7659664,57563,3,23-11-2021,7,02-12-2021,04-12-2021,38414.64
7659665,57573,4,23-11-2021,2,29-11-2021,15-12-2021,1080
7659666,57469,6,23-11-2021,1,30-11-2021,10-12-2021,10840
7659667,57427,4,23-11-2021,5,26-11-2021,08-12-2021,26340
7659668,57538,4,23-11-2021,2,30-11-2021,08-12-2021,15755
7659669,57503,2,23-11-2021,4,26-11-2021,28-11-2021,12178
7659670,57282,4,23-11-2021,2,28-11-2021,09-12-2021,20661
7659671,57445,4,23-11-2021,7,30-11-2021,09-12-2021,3735
7659672,57217,4,23-11-2021,2,01-12-2021,21-12-2021,8946
7659673,57538,4,23-11-2021,7,27-11-2021,16-12-2021,9835
7659674,57567,4,24-11-2021,2,29-11-2021,07-12-2021,3650
7659675,57258,6,24-11-2021,6,26-11-2021,27-11-2021,37178
7659676,57427,3,24-11-2021,2,29-11-2021,05-12-2021,146726.8
7659677,57105,4,24-11-2021,1,01-12-2021,15-12-2021,10520
7659678,57502,4,24-11-2021,3,26-11-2021,15-12-2021,41412
7659679,57583,5,24-11-2021,4,25-11-2021,29-11-2021,6627
7659680,57362,4,24-11-2021,6,03-12-2021,08-12-2021,8138
7659681,57412,5,24-11-2021,8,25-11-2021,13-12-2021,19121
7659682,57476,4,24-11-2021,4,28-11-2021,15-12-2021,12862
7659683,57238,6,24-11-2021,7,29-11-2021,19-12-2021,25946
7659684,57303,4,24-11-2021,8,29-11-2021,19-12-2021,16330
7659685,57176,4,24-11-2021,2,29-11-2021,01-12-2021,11467
7659686,57112,4,24-11-2021,8,01-12-2021,03-12-2021,5858
7659687,57585,5,24-11-2021,8,29-11-2021,13-12-2021,10762
7659688,57544,3,24-11-2021,5,25-11-2021,09-12-2021,17108.08
7659689,57531,4,24-11-2021,1,25-11-2021,08-12-2021,21884
7659690,57571,3,24-11-2021,7,26-11-2021,09-12-2021,29134.16
7659691,57467,5,24-11-2021,1,25-11-2021,27-11-2021,27561
7659692,57082,3,24-11-2021,2,26-11-2021,09-12-2021,9291.92
7659693,57375,3,24-11-2021,2,04-12-2021,12-12-2021,16639.92
7659694,57161,3,24-11-2021,5,27-11-2021,15-12-2021,6053.52
7659695,57505,5,24-11-2021,4,04-12-2021,13-12-2021,3500
7659696,57537,4,24-11-2021,2,26-11-2021,27-11-2021,4380
7659697,57376,4,24-11-2021,2,03-12-2021,23-12-2021,1274
7659698,57571,4,24-11-2021,5,03-12-2021,18-12-2021,52426
7659699,57543,4,25-11-2021,4,02-12-2021,13-12-2021,6843
7659700,57572,3,25-11-2021,4,04-12-2021,09-12-2021,10350.56
7659701,57582,6,25-11-2021,4,04-12-2021,15-12-2021,15759
7659702,57252,4,25-11-2021,2,02-12-2021,03-12-2021,5523
7659703,57239,4,25-11-2021,2,30-11-2021,02-12-2021,16690
7659704,57089,4,25-11-2021,1,30-11-2021,05-12-2021,23493
7659705,57134,4,25-11-2021,1,30-11-2021,14-12-2021,22591
7659706,57125,3,25-11-2021,2,02-12-2021,17-12-2021,7801.2
7659707,57513,4,25-11-2021,3,05-12-2021,18-12-2021,12060
7659708,57436,3,25-11-2021,6,03-12-2021,19-12-2021,1848
